restaurant_id,query,query_stage,NAVER Local name,NAVER Local address,NAVER Local category,candidate_count,candidate name,candidate href/url,candidate address,candidate category,place_id,detail_name,detail_address,detail_category,name evidence,address evidence,distance evidence,final_status,risk flags
4333,율현동 문,dong,문,서울특별시 강남구 율현동 194-7,"음식점>카페,디저트",9,"해드림ENG문,창문","https://map.naver.com/p/search/%EC%9C%A8%ED%98%84%EB%8F%99%20%EB%AC%B8/place/4200309879?c=15.00,0,0,0,dh&placePath=%3Fbk_query%253D%2525EC%25259C%2525A8%2525ED%252598%252584%2525EB%25258F%252599%252520%2525EB%2525AC%2525B8%2526entry%253Dbmp",,,4200309879,"해드림ENG문,창문",,,CONTAINED,UNKNOWN,UNKNOWN,AMBIGUOUS,
4284,강남구 카페알케미,gangnam,카페알케미,서울특별시 강남구 일원동 646-4 1층,"음식점>카페,디저트",0,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,ERROR,"Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator(""#searchIframe"")
"
4361,강남구 강남햅쌀만꼬마김밥,gangnam,강남햅쌀만꼬마김밥,서울특별시 강남구 자곡동 672 강남훼미리타운A동 104호 강남햅쌀만꼬마김밥,분식>종합분식,0,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,ERROR,"Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator(""#searchIframe"")
"
4276,강남구 광부,gangnam,광부,서울특별시 강남구 청담동 22-20,한식>소고기구이,2,한국파독광부간호사간호조무사연합회사회복지단체,"https://map.naver.com/p/search/%EA%B0%95%EB%82%A8%EA%B5%AC%20%EA%B4%91%EB%B6%80/place/35553332?c=15.00,0,0,0,dh&placePath=%3Fbk_query%253D%2525EA%2525B0%252595%2525EB%252582%2525A8%2525EA%2525B5%2525AC%252520%2525EA%2525B4%252591%2525EB%2525B6%252580%2526entry%253Dbmp",서울 서초구 강남대로6길 77,,35553332,한국파독광부간호사간호조무사연합회사회복지단체,서울 서초구 강남대로6길 77,,CONTAINED,DIFFERENT,UNKNOWN,NOT_FOUND,ADDRESS_MISMATCH
4299,개포동 오마뎅 개포래미안포레스트점,dong,오마뎅 개포래미안포레스트점,서울특별시 강남구 개포동 1282 제 상가1동 1층 103-1호,음식점>분식,1,오마뎅 개포래미안포레스트점분식,"https://map.naver.com/p/search/%EA%B0%9C%ED%8F%AC%EB%8F%99%20%EC%98%A4%EB%A7%88%EB%8E%85%20%EA%B0%9C%ED%8F%AC%EB%9E%98%EB%AF%B8%EC%95%88%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EC%A0%90/place/1195725724?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",서울 강남구 개포로 264 제 상가1동 1층 103-1호,오마뎅 개포래미안포레스트점분식,1195725724,오마뎅 개포래미안포레스트점분식,서울 강남구 개포로 264 제 상가1동 1층 103-1호,,CONTAINED,PARTIAL,UNKNOWN,RESOLVED,
4321,강남구 대포집,gangnam,대포집 논현본점,서울특별시 강남구 논현동 184-21 1층,한식>돼지고기구이,5,대포집 논현본점 플레이스 플러스 돼지고기구이,"https://map.naver.com/p/search/%EA%B0%95%EB%82%A8%EA%B5%AC%20%EB%8C%80%ED%8F%AC%EC%A7%91/place/1609486868?c=15.00,0,0,0,dh&placePath=%3Fbk_query%253D%2525EA%2525B0%252595%2525EB%252582%2525A8%2525EA%2525B5%2525AC%252520%2525EB%25258C%252580%2525ED%25258F%2525AC%2525EC%2525A7%252591%2526entry%253Dbmp",서울 강남구 강남대로114길 15 1층,,1609486868,대포집 논현본점 플레이스 플러스 돼지고기구이,서울 강남구 강남대로114길 15 1층,,CONTAINED,PARTIAL,UNKNOWN,RESOLVED,
4283,강남구 카발,gangnam,카발,서울특별시 강남구 대치동 897-10,음식점>이탈리아음식,2,카발 플레이스 플러스 쿠폰 이탈리아음식,"https://map.naver.com/p/search/%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%B9%B4%EB%B0%9C/place/36665270?c=15.00,0,0,0,dh&placePath=%3Fbk_query%253D%2525EA%2525B0%252595%2525EB%252582%2525A8%2525EA%2525B5%2525AC%252520%2525EC%2525B9%2525B4%2525EB%2525B0%25259C%2526entry%253Dbmp",서울 강남구 대치동에 자리한 카발은 화려하고 압도적인 외관부터 시선을 사로잡는 이탈리안 가스트로 펍이에요. 선릉역 2번 출구에서 5분 거리로 접근성도 좋고 주차도 가능해요.,,36665270,카발 플레이스 플러스 쿠폰 이탈리아음식,서울 강남구 대치동에 자리한 카발은 화려하고 압도적인 외관부터 시선을 사로잡는 이탈리안 가스트로 펍이에요. 선릉역 2번 출구에서 5분 거리로 접근성도 좋고 주차도 가능해요.,,CONTAINED,DIFFERENT,UNKNOWN,NOT_FOUND,ADDRESS_MISMATCH
4288,강남구 사리원,gangnam,사리원 도곡점,서울특별시 강남구 도곡동 411-5,"한식>육류,고기요리",2,"사리원 도곡점육류,고기요리","https://map.naver.com/p/search/%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%82%AC%EB%A6%AC%EC%9B%90/place/11710938?c=15.00,0,0,0,dh&placePath=%3Fbk_query%253D%2525EA%2525B0%252595%2525EB%252582%2525A8%2525EA%2525B5%2525AC%252520%2525EC%252582%2525AC%2525EB%2525A6%2525AC%2525EC%25259B%252590%2526entry%253Dbmp",서울 강남구 남부순환로 2712,,11710938,"사리원 도곡점육류,고기요리",서울 강남구 남부순환로 2712,,CONTAINED,PARTIAL,UNKNOWN,RESOLVED,
4294,강남구 야키니쿠규,gangnam,야키니쿠 규,서울특별시 강남구 삼성동 152-11 1층,한식>소고기구이,0,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,ERROR,"Locator.wait_for: Timeout 5000ms exceeded.
Call log:
  - waiting for locator(""#searchIframe"")
"
4616,세곡동 미가,dong,미가 부대찌개,서울특별시 강남구 세곡동 164-10 미가부대찌개,"한식>찌개,전골",2,"미가 부대찌개찌개,전골","https://map.naver.com/p/search/%EC%84%B8%EA%B3%A1%EB%8F%99%20%EB%AF%B8%EA%B0%80/place/1134244869?c=15.00,0,0,0,dh&placePath=%3Fbk_query%253D%2525EC%252584%2525B8%2525EA%2525B3%2525A1%2525EB%25258F%252599%252520%2525EB%2525AF%2525B8%2525EA%2525B0%252580%2526entry%253Dbmp",서울 강남구 밤고개로36길 6 미가부대찌개,,1134244869,"미가 부대찌개찌개,전골",서울 강남구 밤고개로36길 6 미가부대찌개,,CONTAINED,PARTIAL,UNKNOWN,RESOLVED,
